id,x-20,x-15,x-10,x-5,x-0,x+5
0,0.88308674060308,0.7592699705354465,0.7834377142865208,1.023141961055832,1.0848135375745063,1.1627271498446003
1,0.8577010553920696,0.7435075252144455,0.8259818477677695,1.0494558245621646,1.0925288610464303,1.187586776490334
2,0.8313381854935494,0.7357302499277522,0.878260647235497,1.065110675652191,1.1039533984019365,1.212449480909274
3,0.8051427937221775,0.7385138861619395,0.9336848470417324,1.0738227625918726,1.1197092193003606,1.2356921669587406
4,0.7805323978242426,0.7540429757766762,0.984024518508645,1.0793475277150022,1.13960795987216,1.2561421202457583
5,0.7592699705354465,0.7834377142865208,1.023141961055832,1.0848135375745063,1.1627271498446003,1.2732915669520117
6,0.7435075252144455,0.8259818477677695,1.0494558245621646,1.0925288610464303,1.187586776490334,1.287364157342497
7,0.7357302499277522,0.878260647235497,1.065110675652191,1.1039533984019365,1.212449480909274,1.2992393669376494
8,0.7385138861619395,0.9336848470417324,1.0738227625918726,1.1197092193003606,1.2356921669587406,1.3102182478424376
9,0.7540429757766762,0.984024518508645,1.0793475277150022,1.13960795987216,1.2561421202457583,1.3215460513419257
10,0.7834377142865208,1.023141961055832,1.0848135375745063,1.1627271498446003,1.2732915669520117,1.3335242529681113
11,0.8259818477677695,1.0494558245621646,1.0925288610464303,1.187586776490334,1.287364157342497,1.3440948724891144
12,0.878260647235497,1.065110675652191,1.1039533984019365,1.212449480909274,1.2992393669376494,1.3476633269959433
13,0.9336848470417324,1.0738227625918726,1.1197092193003606,1.2356921669587406,1.3102182478424376,1.3370981559425865
14,0.984024518508645,1.0793475277150022,1.13960795987216,1.2561421202457583,1.3215460513419257,1.309697305615612
15,1.023141961055832,1.0848135375745063,1.1627271498446003,1.2732915669520117,1.3335242529681113,1.2693887079298913
16,1.0494558245621646,1.0925288610464303,1.187586776490334,1.287364157342497,1.3440948724891144,1.2225465287365482
17,1.065110675652191,1.1039533984019365,1.212449480909274,1.2992393669376494,1.3476633269959433,1.174281296367868
18,1.0738227625918726,1.1197092193003606,1.2356921669587406,1.3102182478424376,1.3370981559425865,1.1275326015268832
19,1.0793475277150022,1.13960795987216,1.2561421202457583,1.3215460513419257,1.309697305615612,1.0833982765838084
20,1.0848135375745063,1.1627271498446003,1.2732915669520117,1.3335242529681113,1.2693887079298913,1.0416706658431452
21,1.0925288610464303,1.187586776490334,1.287364157342497,1.3440948724891144,1.2225465287365482,1.001340701679723
22,1.1039533984019365,1.212449480909274,1.2992393669376494,1.3476633269959433,1.174281296367868,0.9610661016210544
23,1.1197092193003606,1.2356921669587406,1.3102182478424376,1.3370981559425865,1.1275326015268832,0.9196088568030897
24,1.13960795987216,1.2561421202457583,1.3215460513419257,1.309697305615612,1.0833982765838084,0.8761988234795794
25,1.1627271498446003,1.2732915669520117,1.3335242529681113,1.2693887079298913,1.0416706658431452,0.8307353626104899
26,1.187586776490334,1.287364157342497,1.3440948724891144,1.2225465287365482,1.001340701679723,0.7837573262110654
27,1.212449480909274,1.2992393669376494,1.3476633269959433,1.174281296367868,0.9610661016210544,0.7362133617460046
28,1.2356921669587406,1.3102182478424376,1.3370981559425865,1.1275326015268832,0.9196088568030897,0.6891646939474833
29,1.2561421202457583,1.3215460513419257,1.309697305615612,1.0833982765838084,0.8761988234795794,0.6435508912217187
30,1.2732915669520117,1.3335242529681113,1.2693887079298913,1.0416706658431452,0.8307353626104899,0.6000667603949559
31,1.287364157342497,1.3440948724891144,1.2225465287365482,1.001340701679723,0.7837573262110654,0.5591279126102262
32,1.2992393669376494,1.3476633269959433,1.174281296367868,0.9610661016210544,0.7362133617460046,0.5208853564390469
33,1.3102182478424376,1.3370981559425865,1.1275326015268832,0.9196088568030897,0.6891646939474833,0.4852686593154414
34,1.3215460513419257,1.309697305615612,1.0833982765838084,0.8761988234795794,0.6435508912217187,0.45206507521646005
35,1.3335242529681113,1.2693887079298913,1.0416706658431452,0.8307353626104899,0.6000667603949559,0.4210577069689786
36,1.3440948724891144,1.2225465287365482,1.001340701679723,0.7837573262110654,0.5591279126102262,0.3922307686486398
37,1.3476633269959433,1.174281296367868,0.9610661016210544,0.7362133617460046,0.5208853564390469,0.36599018791123034
38,1.3370981559425865,1.1275326015268832,0.9196088568030897,0.6891646939474833,0.4852686593154414,0.3432718808979547
39,1.309697305615612,1.0833982765838084,0.8761988234795794,0.6435508912217187,0.45206507521646005,0.32547145190101107
40,1.2693887079298913,1.0416706658431452,0.8307353626104899,0.6000667603949559,0.4210577069689786,0.3143252677400871
41,1.2225465287365482,1.001340701679723,0.7837573262110654,0.5591279126102262,0.3922307686486398,0.3117995302612007
42,1.174281296367868,0.9610661016210544,0.7362133617460046,0.5208853564390469,0.36599018791123034,0.3198561542774697
43,1.1275326015268832,0.9196088568030897,0.6891646939474833,0.4852686593154414,0.3432718808979547,0.34005699090728914
44,1.0833982765838084,0.8761988234795794,0.6435508912217187,0.45206507521646005,0.32547145190101107,0.37317994389647047
45,1.0416706658431452,0.8307353626104899,0.6000667603949559,0.4210577069689786,0.3143252677400871,0.41905597987299625
46,1.001340701679723,0.7837573262110654,0.5591279126102262,0.3922307686486398,0.3117995302612007,0.4766136620785323
47,0.9610661016210544,0.7362133617460046,0.5208853564390469,0.36599018791123034,0.3198561542774697,0.5438949798907854
48,0.9196088568030897,0.6891646939474833,0.4852686593154414,0.3432718808979547,0.34005699090728914,0.6178935962473684
49,0.8761988234795794,0.6435508912217187,0.45206507521646005,0.32547145190101107,0.37317994389647047,0.6944475344427824
50,0.8307353626104899,0.6000667603949559,0.4210577069689786,0.3143252677400871,0.41905597987299625,0.7686614414343663
51,0.7837573262110654,0.5591279126102262,0.3922307686486398,0.3117995302612007,0.4766136620785323,0.8359396997233487
52,0.7362133617460046,0.5208853564390469,0.36599018791123034,0.3198561542774697,0.5438949798907854,0.8930085479445238
53,0.6891646939474833,0.4852686593154414,0.3432718808979547,0.34005699090728914,0.6178935962473684,0.9382881696846687
54,0.6435508912217187,0.45206507521646005,0.32547145190101107,0.37317994389647047,0.6944475344427824,0.9716200654482672
55,0.6000667603949559,0.4210577069689786,0.3143252677400871,0.41905597987299625,0.7686614414343663,0.993749299484943
56,0.5591279126102262,0.3922307686486398,0.3117995302612007,0.4766136620785323,0.8359396997233487,1.0058670181969482
57,0.5208853564390469,0.36599018791123034,0.3198561542774697,0.5438949798907854,0.8930085479445238,1.0093044355346128
58,0.4852686593154414,0.3432718808979547,0.34005699090728914,0.6178935962473684,0.9382881696846687,1.005357494227264
59,0.45206507521646005,0.32547145190101107,0.37317994389647047,0.6944475344427824,0.9716200654482672,0.9952025428004458
60,0.4210577069689786,0.3143252677400871,0.41905597987299625,0.7686614414343663,0.993749299484943,0.9798790826396411
61,0.3922307686486398,0.3117995302612007,0.4766136620785323,0.8359396997233487,1.0058670181969482,0.9603305680412415
62,0.36599018791123034,0.3198561542774697,0.5438949798907854,0.8930085479445238,1.0093044355346128,0.9374923925421985
63,0.3432718808979547,0.34005699090728914,0.6178935962473684,0.9382881696846687,1.005357494227264,0.9123959697690658
64,0.32547145190101107,0.37317994389647047,0.6944475344427824,0.9716200654482672,0.9952025428004458,0.8862497948797279
65,0.3143252677400871,0.41905597987299625,0.7686614414343663,0.993749299484943,0.9798790826396411,0.8604892771081823
66,0.3117995302612007,0.4766136620785323,0.8359396997233487,1.0058670181969482,0.9603305680412415,0.8367997138775498
67,0.3198561542774697,0.5438949798907854,0.8930085479445238,1.0093044355346128,0.9374923925421985,0.817090256332417
68,0.34005699090728914,0.6178935962473684,0.9382881696846687,1.005357494227264,0.9123959697690658,0.8033912225423542
69,0.37317994389647047,0.6944475344427824,0.9716200654482672,0.9952025428004458,0.8862497948797279,0.7976841796819581
70,0.41905597987299625,0.7686614414343663,0.993749299484943,0.9798790826396411,0.8604892771081823,0.8017129634283161
71,0.4766136620785323,0.8359396997233487,1.0058670181969482,0.9603305680412415,0.8367997138775498,0.8168067761196262
72,0.5438949798907854,0.8930085479445238,1.0093044355346128,0.9374923925421985,0.817090256332417,0.8436592203771135
73,0.6178935962473684,0.9382881696846687,1.005357494227264,0.9123959697690658,0.8033912225423542,0.8818775931798168
74,0.6944475344427824,0.9716200654482672,0.9952025428004458,0.8862497948797279,0.7976841796819581,0.9290484814658656
75,0.7686614414343663,0.993749299484943,0.9798790826396411,0.8604892771081823,0.8017129634283161,0.9795502091704513
76,0.8359396997233487,1.0058670181969482,0.9603305680412415,0.8367997138775498,0.8168067761196262,1.0249038144698412
77,0.8930085479445238,1.0093044355346128,0.9374923925421985,0.817090256332417,0.8436592203771135,1.0574599796430557
78,0.9382881696846687,1.005357494227264,0.9123959697690658,0.8033912225423542,0.8818775931798168,1.0744553658458877
79,0.9716200654482672,0.9952025428004458,0.8862497948797279,0.7976841796819581,0.9290484814658656,1.078062698046599
80,0.993749299484943,0.9798790826396411,0.8604892771081823,0.8017129634283161,0.9795502091704513,1.0727458998341692
81,1.0058670181969482,0.9603305680412415,0.8367997138775498,0.8168067761196262,1.0249038144698412,1.0631167526030687
82,1.0093044355346128,0.9374923925421985,0.817090256332417,0.8436592203771135,1.0574599796430557,1.0530650646942057
83,1.005357494227264,0.9123959697690658,0.8033912225423542,0.8818775931798168,1.0744553658458877,1.0456090364622619
84,0.9952025428004458,0.8862497948797279,0.7976841796819581,0.9290484814658656,1.078062698046599,1.0429608915058006
85,0.9798790826396411,0.8604892771081823,0.8017129634283161,0.9795502091704513,1.0727458998341692,1.0465771252702014
86,0.9603305680412415,0.8367997138775498,0.8168067761196262,1.0249038144698412,1.0631167526030687,1.0571273653569657
87,0.9374923925421985,0.817090256332417,0.8436592203771135,1.0574599796430557,1.0530650646942057,1.0744113977638978
88,0.9123959697690658,0.8033912225423542,0.8818775931798168,1.0744553658458877,1.0456090364622619,1.0973319517228357
89,0.8862497948797279,0.7976841796819581,0.9290484814658656,1.078062698046599,1.0429608915058006,1.1240577749453726
90,0.8604892771081823,0.8017129634283161,0.9795502091704513,1.0727458998341692,1.0465771252702014,1.152419986982839
91,0.8367997138775498,0.8168067761196262,1.0249038144698412,1.0631167526030687,1.0571273653569657,1.1804225859116113
92,0.817090256332417,0.8436592203771135,1.0574599796430557,1.0530650646942057,1.0744113977638978,1.2066599874166446
93,0.8033912225423542,0.8818775931798168,1.0744553658458877,1.0456090364622619,1.0973319517228357,1.2304870433423898
94,0.7976841796819581,0.9290484814658656,1.078062698046599,1.0429608915058006,1.1240577749453726,1.2519062841928656
95,0.8017129634283161,0.9795502091704513,1.0727458998341692,1.0465771252702014,1.152419986982839,1.2712080715917822
96,0.8168067761196262,1.0249038144698412,1.0631167526030687,1.0571273653569657,1.1804225859116113,1.2883754026863563
97,0.8436592203771135,1.0574599796430557,1.0530650646942057,1.0744113977638978,1.2066599874166446,1.302207959228443
98,0.8818775931798168,1.0744553658458877,1.0456090364622619,1.0973319517228357,1.2304870433423898,1.3092977477391394
99,0.9290484814658656,1.078062698046599,1.0429608915058006,1.1240577749453726,1.2519062841928656,1.3039954296262537
100,0.9795502091704513,1.0727458998341692,1.0465771252702014,1.152419986982839,1.2712080715917822,1.2816346861441357
101,1.0249038144698412,1.0631167526030687,1.0571273653569657,1.1804225859116113,1.2883754026863563,1.2434190948934774
102,1.0574599796430557,1.0530650646942057,1.0744113977638978,1.2066599874166446,1.302207959228443,1.1960282945809932
103,1.0744553658458877,1.0456090364622619,1.0973319517228357,1.2304870433423898,1.3092977477391394,1.1468673877846218
104,1.078062698046599,1.0429608915058006,1.1240577749453726,1.2519062841928656,1.3039954296262537,1.1012759520330455
105,1.0727458998341692,1.0465771252702014,1.152419986982839,1.2712080715917822,1.2816346861441357,1.062233015317925
106,1.0631167526030687,1.0571273653569657,1.1804225859116113,1.2883754026863563,1.2434190948934774,1.0307663562294227
107,1.0530650646942057,1.0744113977638978,1.2066599874166446,1.302207959228443,1.1960282945809932,1.0063625796265239
108,1.0456090364622619,1.0973319517228357,1.2304870433423898,1.3092977477391394,1.1468673877846218,0.9873493549254125
109,1.0429608915058006,1.1240577749453726,1.2519062841928656,1.3039954296262537,1.1012759520330455,0.9712929291820112
110,1.0465771252702014,1.152419986982839,1.2712080715917822,1.2816346861441357,1.062233015317925,0.9554017486753873
111,1.0571273653569657,1.1804225859116113,1.2883754026863563,1.2434190948934774,1.0307663562294227,0.9369424960478604
112,1.0744113977638978,1.2066599874166446,1.302207959228443,1.1960282945809932,1.0063625796265239,0.9137066640729737
113,1.0973319517228357,1.2304870433423898,1.3092977477391394,1.1468673877846218,0.9873493549254125,0.8844811344350224
114,1.1240577749453726,1.2519062841928656,1.3039954296262537,1.1012759520330455,0.9712929291820112,0.849303049688436
115,1.152419986982839,1.2712080715917822,1.2816346861441357,1.062233015317925,0.9554017486753873,0.8092882608720385
